episode_id,seed,player,agent,opponent,result,final_money,opponent_money,margin,opening_fingerprint,open_hires,open_animals,open_melon_seeds,open_wheat_seeds,total_hires,median_daily_hires,max_daily_hires,peak_hands,buy_land,second_quadrant_day,n_quadrants_final,unlock_NE,unlock_SW,unlock_SE,plants_wheat,plants_carrot,plants_tomato,plants_strawberry,plants_melon,buy_seed_wheat,buy_seed_melon,buy_seed_strawberry,buy_seed_tomato,buy_seed_carrot,buy_cow,buy_sheep,buy_goose,bought_wheat,wheat_self_ratio,sell_wheat,sell_melon,sell_strawberry,sell_milk,sell_wool,sell_egg,sell_fertilizer,rev_wheat,rev_melon,rev_strawberry,rev_milk,rev_wool,rev_egg,rev_fertilizer,total_sell_revenue,fertilize,care,collect_fertilizer,build_coop,build_pasture,peak_plants,peak_animals,peak_weeds,pct_move,pct_field,pct_pass,total_unit_actions,op_water,op_feed,op_care,op_harvest,op_plant,op_pass,strategies,first_sell_melon,first_sell_milk,first_sell_wool,first_sell_strawberry,n_action_rows,n_market_rows
90473753,1250560110,0,JALKARNA GAUTAM,Seb (allegedly),win,137560.0,136063.0,1497.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.083,791,144,304,213,158,0,158,34933.0,19344.0,62332.0,29145.0,35906.0,0,8151.0,189811.0,77,322,248,0,14,61,13,11,44.72,36.01,15.4,6901,922,314,322,373,158,1063,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_berry,berry_engine,wool_support",10,8,7,17,6901,869
90473753,1250560110,1,Seb (allegedly),JALKARNA GAUTAM,loss,136063.0,137560.0,-1497.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_SEED,MELON,3)|(BUY_SEED,WHEAT,12)|(BUY_ANIMAL,COW,2)",7,2,3,12,308,12,12,12,3,5,4,5,8,10,20,0,0,41,23,20,23,41,0,0,15,4,0,405,0.047,69,132,291,360,96,0,320,2598.0,21585.0,64769.0,47211.0,21532.0,0,16425.0,174120.0,70,379,391,0,19,58,19,45,51.83,30.16,12.7,7719,629,392,379,345,84,980,"animal_open,melon_lite,hire_open_7,animal_max,hire_ultra,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_ultra,fert_seller_heavy,primary_berry,berry_engine,dairy_support",10,8,6,16,7719,871
90474408,1179763612,0,Alon Bar Koter,Abdullah Razi,win,92143.0,38300.0,53843.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_SEED,MELON,12)|(BUY_ANIMAL,COW,1)",6,1,12,0,248,10.0,10,10,1,13,2,13,,,0,0,0,0,36,0,37,0,0,0,10,0,0,829,0.0,850,216,0,237,0,0,229,37047.0,42912.0,0,48332.0,0,0,13329.0,141620.0,0,204,229,0,10,24,10,1,54.68,19.3,18.94,6337,396,217,204,119,36,1200,"melon_rush,hire_open_5,hire_max,land_mid,melon_plant_heavy,wheat_buyer,fert_seller,primary_dairy,dairy_focus,melon_focus",10,8,,,6337,871
90474408,1179763612,1,Abdullah Razi,Alon Bar Koter,loss,38300.0,92143.0,-53843.0,"(BUY_PRODUCT,WHEAT,6)|(BUY_ANIMAL,COW,2)|(BUY_SEED,MELON,2)|(BUY_SEED,STRAWBERRY,2)|(BUY_SEED,WHEAT,4)|(HIRE)|(HIRE)|(HIRE)|(HIRE)",4,2,2,4,322,12.0,12,12,2,11,3,11,12,,9,0,0,7,6,10,6,13,0,0,8,5,0,294,0.03,0,6,0,194,67,0,170,0,1338.0,0,38818.0,16536.0,0,10220.0,66912.0,0,235,174,0,12,6,12,5,75.28,12.34,0.01,7705,55,276,235,147,22,1,"animal_open,animal_core,hire_ultra,land_mid,wheat_buyer,fert_seller,primary_dairy,dairy_focus,wool_support",11,8,18,,7705,720
90479925,431737099,0,Pranshu Ghori,Mohit Rao,loss,142077.0,143136.0,-1059.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.083,776,210,308,336,232,0,171,34187.0,27828.0,46062.0,74124.0,38315.0,0,10902.0,231418.0,77,322,248,0,14,61,14,11,44.72,36.01,15.4,6901,922,314,322,373,158,1063,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_dairy,berry_support,dairy_focus,wool_support",10,8,7,17,6901,912
90479925,431737099,1,Mohit Rao,Pranshu Ghori,win,143136.0,142077.0,1059.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,618,0.13,374,216,308,342,240,0,171,17245.0,27942.0,46062.0,75436.0,39607.0,0,10902.0,217194.0,77,322,248,0,14,61,14,11,44.72,36.01,15.4,6901,922,314,322,373,158,1063,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_dairy,berry_support,dairy_focus,wool_support",10,8,7,17,6901,723
90483794,1629503818,0,Seb (allegedly),Cary Jin,win,102765.0,92843.0,9922.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_SEED,MELON,3)|(BUY_SEED,WHEAT,12)|(BUY_ANIMAL,COW,2)",7,2,3,12,308,12,12,12,3,4,4,4,8,10,22,0,0,44,23,22,23,44,0,0,11,7,0,379,0.055,75,132,313,276,125,0,292,3014.0,20631.0,53711.0,28024.0,17047.0,0,15871.0,138298.0,75,337,367,0,18,63,18,46,51.84,29.57,13.84,7724,667,366,337,346,89,1069,"animal_open,melon_lite,hire_open_7,animal_max,hire_ultra,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller_heavy,primary_berry,berry_engine,dairy_support",10,8,6,16,7724,859
90483794,1629503818,1,Cary Jin,Seb (allegedly),loss,92843.0,102765.0,-9922.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.083,791,144,304,213,158,0,158,35423.0,20394.0,39128.0,20823.0,19074.0,0,8550.0,143392.0,77,322,248,0,14,61,13,11,44.72,36.02,15.39,6901,922,314,322,373,158,1062,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_berry,berry_support",10,8,7,17,6901,869
90485305,2086315449,0,Seb (allegedly),Anton Shaniuk,win,130732.0,114460.0,16272.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_SEED,MELON,3)|(BUY_SEED,WHEAT,12)|(BUY_ANIMAL,COW,2)",7,2,3,12,308,12,12,12,3,4,4,4,8,10,23,0,0,43,24,23,24,43,0,0,8,10,0,370,0.059,65,144,306,210,212,0,289,2452.0,21804.0,52026.0,26598.0,48403.0,0,15755.0,167038.0,72,360,362,0,18,62,18,49,51.62,29.69,14.09,7720,665,366,360,341,90,1088,"animal_open,melon_lite,hire_open_7,animal_max,hire_ultra,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_ultra,fert_seller_heavy,primary_berry,berry_engine,wool_focus",10,8,6,16,7720,871
90485305,2086315449,1,Anton Shaniuk,Seb (allegedly),loss,114460.0,130732.0,-16272.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,273,10.0,14,14,2,7,3,7,11,,91,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.082,779,834,1521,1074,715,0,171,34094.0,143532.0,228541.0,134384.0,163293.0,0,8935.0,712779.0,81,322,262,0,14,61,13,11,47.17,37.84,10.99,6816,961,314,322,406,157,749,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_berry,berry_engine,dairy_support,wool_support,melon_support",10,8,6,17,6816,1069
90491374,496775099,0,Anton Shaniuk,mountainbob,win,99694.0,98799.0,895.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,273,10.0,14,14,2,7,3,7,11,,91,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.082,779,834,1551,1116,715,0,171,33177.0,151116.0,252559.0,127659.0,68769.0,0,10896.0,644176.0,81,322,263,0,14,61,14,11,47.14,37.85,10.97,6816,961,314,322,406,157,748,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_berry,berry_engine,dairy_support,melon_support",10,8,6,17,6816,1069
90491374,496775099,1,mountainbob,Anton Shaniuk,loss,98799.0,99694.0,-895.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.083,776,216,308,340,258,0,176,33027.0,27942.0,40834.0,35934.0,20297.0,0,11061.0,169095.0,77,332,301,0,14,61,14,11,44.72,37.13,14.32,6901,931,314,332,373,158,988,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_berry,berry_support,dairy_support,melon_support",10,8,7,17,6901,922
90491408,531589617,0,Yaroslav,Anton Shaniuk,loss,98476.0,103173.0,-4697.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,271,9.5,14,14,2,7,3,7,11,,90,0,0,42,24,92,24,42,0,0,8,6,0,1072,0.077,820,656,1405,798,523,0,168,36550.0,120050.0,209167.0,115761.0,42554.0,0,10855.0,534937.0,86,322,265,0,14,60,14,12,47.34,38.03,10.48,6774,956,314,322,406,156,710,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_berry,berry_engine,dairy_support,melon_support",10,8,6,17,6774,1043
90491408,531589617,1,Anton Shaniuk,Yaroslav,win,103173.0,98476.0,4697.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,273,10.0,14,14,2,7,3,7,11,,91,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.082,779,834,1551,1116,715,0,171,34635.0,151116.0,230110.0,165632.0,62939.0,0,11104.0,655536.0,81,322,263,0,14,61,14,11,47.04,37.88,11.05,6816,962,314,322,406,157,753,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_berry,berry_engine,dairy_support,melon_support",10,8,6,17,6816,1069
90491449,732122661,0,Anton Shaniuk,JALKARNA GAUTAM,win,101998.0,100612.0,1386.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,273,10.0,14,14,2,7,3,7,11,,91,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.082,779,834,1550,1116,715,0,171,32522.0,151116.0,183377.0,96947.0,172031.0,0,10902.0,646895.0,81,322,263,0,14,61,14,11,47.14,37.85,10.97,6816,961,314,322,406,157,748,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_berry,berry_engine,wool_focus,melon_support",10,8,6,17,6816,1069
90491449,732122661,1,JALKARNA GAUTAM,Anton Shaniuk,loss,100612.0,101998.0,-1386.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.083,785,144,308,237,164,0,171,32810.0,17910.0,28839.0,17106.0,39428.0,0,10908.0,147001.0,77,322,248,0,14,61,14,11,44.72,36.01,15.4,6901,922,314,322,373,158,1063,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_wool,berry_support,wool_focus",10,8,7,17,6901,869
90492196,2123831034,0,Artem Voronov,Yaroslav,loss,124631.0,126518.0,-1887.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,588,0.135,342,216,308,340,240,0,171,15855.0,27942.0,25249.0,69721.0,56762.0,0,11104.0,206633.0,77,322,248,0,14,60,14,12,44.72,36.01,15.4,6901,922,314,322,373,158,1063,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_dairy,dairy_focus,wool_focus",10,8,7,17,6901,720
90492196,2123831034,1,Yaroslav,Artem Voronov,win,126518.0,124631.0,1887.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,271,9.5,14,14,2,7,3,7,11,,90,0,0,42,24,92,24,42,0,0,8,6,0,1072,0.077,820,656,1405,798,523,0,168,35903.0,119726.0,146684.0,166419.0,124014.0,0,10855.0,603601.0,86,322,265,0,14,61,14,12,47.34,38.03,10.48,6774,956,314,322,406,156,710,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_dairy,berry_support,dairy_support,wool_support,melon_support",10,8,6,17,6774,1043
90492929,1291935476,0,Mohit Rao,Akash Deep,win,130009.0,129364.0,645.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,618,0.13,383,216,308,342,240,0,171,16812.0,27942.0,30307.0,66221.0,57658.0,0,10902.0,209842.0,77,322,248,0,14,61,14,11,44.72,36.02,15.39,6901,922,314,322,373,158,1062,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_dairy,dairy_focus,wool_focus",10,8,7,17,6901,723
90492929,1291935476,1,Akash Deep,Mohit Rao,loss,129364.0,130009.0,-645.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.083,777,216,308,340,258,0,171,32574.0,27834.0,30307.0,65833.0,61984.0,0,10902.0,229434.0,77,322,248,0,14,61,14,11,44.72,36.01,15.4,6901,922,314,322,373,158,1063,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_dairy,dairy_focus,wool_focus",10,8,7,17,6901,921
90492933,1613314294,0,JALKARNA GAUTAM,SALAH ELDIN ELNABARAWY,loss,133167.0,134428.0,-1261.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.083,776,144,308,237,164,0,171,33577.0,18252.0,57304.0,46287.0,12164.0,0,10902.0,178486.0,77,322,248,0,14,61,14,11,44.72,36.01,15.4,6901,922,314,322,373,158,1063,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_berry,berry_engine,dairy_support",10,8,7,17,6901,868
