episode_id,player,agent,step,day,hour,order_i,op,item,qty,price,revenue,money,market_inv
90444865,0,Mohit Rao,193,8,1,0,SELL,FERTILIZER,5,87.0,435.0,552.0,10064
90444865,0,Mohit Rao,193,8,1,1,HIRE,,1,0.0,0.0,552.0,
90444865,0,Mohit Rao,193,8,1,2,HIRE,,1,0.0,0.0,552.0,
90444865,0,Mohit Rao,193,8,1,3,HIRE,,1,0.0,0.0,552.0,
90444865,0,Mohit Rao,193,8,1,4,HIRE,,1,0.0,0.0,552.0,
90444865,0,Mohit Rao,193,8,1,5,HIRE,,1,0.0,0.0,552.0,
90444865,0,Mohit Rao,193,8,1,6,BUY_SEED,WHEAT,7,33.0,0.0,552.0,9936
90444865,0,Mohit Rao,193,8,1,7,BUY_SEED,STRAWBERRY,4,155.0,0.0,552.0,9983
90444865,0,Mohit Rao,194,8,2,0,HIRE,,1,0.0,0.0,140.0,
90444865,0,Mohit Rao,194,8,2,1,HIRE,,1,0.0,0.0,140.0,
90444865,0,Mohit Rao,194,8,2,2,HIRE,,1,0.0,0.0,140.0,
90444865,0,Mohit Rao,194,8,2,3,HIRE,,1,0.0,0.0,140.0,
90444865,0,Mohit Rao,194,8,2,4,BUY_PRODUCT,WHEAT,10,34.0,0.0,140.0,9916
90444865,0,Mohit Rao,195,8,3,0,BUY_PRODUCT,WHEAT,7,35.0,0.0,3.0,9909
90444865,0,Mohit Rao,196,8,4,0,BUY_PRODUCT,WHEAT,8,35.0,0.0,3.0,9909
90444865,0,Mohit Rao,197,8,5,0,BUY_PRODUCT,WHEAT,9,35.0,0.0,3.0,9908
90444865,0,Mohit Rao,198,8,6,0,BUY_PRODUCT,WHEAT,10,35.0,0.0,3.0,9908
90444865,0,Mohit Rao,199,8,7,0,BUY_PRODUCT,WHEAT,10,35.0,0.0,3.0,9908
90444865,0,Mohit Rao,200,8,8,0,BUY_PRODUCT,WHEAT,10,35.0,0.0,3.0,9908
90444865,0,Mohit Rao,201,8,9,0,BUY_PRODUCT,WHEAT,10,35.0,0.0,3.0,9907
90444865,0,Mohit Rao,202,8,10,0,BUY_PRODUCT,WHEAT,10,35.0,0.0,3.0,9907
90444865,0,Mohit Rao,203,8,11,0,BUY_PRODUCT,WHEAT,10,35.0,0.0,3.0,9907
90444865,0,Mohit Rao,204,8,12,0,BUY_PRODUCT,WHEAT,7,35.0,0.0,3.0,9907
90444865,0,Mohit Rao,205,8,13,0,BUY_PRODUCT,WHEAT,4,35.0,0.0,3.0,9905
90444865,0,Mohit Rao,214,8,22,0,SELL,MILK,6,203.0,1218.0,1253.0,9976
90444865,0,Mohit Rao,215,8,23,0,SELL,MILK,6,203.0,1218.0,1427.0,9976
90444865,0,Mohit Rao,215,8,23,1,SELL,FERTILIZER,2,86.0,172.0,1427.0,10068
90444865,0,Mohit Rao,216,9,0,0,SELL,MILK,6,190.0,1140.0,2615.0,9988
90444865,0,Mohit Rao,217,9,1,0,SELL,MILK,6,194.0,1164.0,1482.0,9985
90444865,0,Mohit Rao,217,9,1,1,SELL,WHEAT,14,33.0,462.0,1482.0,9929
90444865,0,Mohit Rao,217,9,1,2,HIRE,,1,0.0,0.0,1482.0,
90444865,0,Mohit Rao,217,9,1,3,HIRE,,1,0.0,0.0,1482.0,
90444865,0,Mohit Rao,217,9,1,4,HIRE,,1,0.0,0.0,1482.0,
90444865,0,Mohit Rao,217,9,1,5,HIRE,,1,0.0,0.0,1482.0,
90444865,0,Mohit Rao,217,9,1,6,HIRE,,1,0.0,0.0,1482.0,
90444865,0,Mohit Rao,217,9,1,7,BUY_ANIMAL,COW,2,0.0,0.0,1482.0,
90444865,0,Mohit Rao,217,9,1,8,BUY_SEED,STRAWBERRY,8,158.0,0.0,1482.0,9980
90444865,0,Mohit Rao,218,9,2,0,HIRE,,1,0.0,0.0,1351.0,
90444865,0,Mohit Rao,218,9,2,1,HIRE,,1,0.0,0.0,1351.0,
90444865,0,Mohit Rao,218,9,2,2,HIRE,,1,0.0,0.0,1351.0,
90444865,0,Mohit Rao,218,9,2,3,HIRE,,1,0.0,0.0,1351.0,
90444865,0,Mohit Rao,218,9,2,4,HIRE,,1,0.0,0.0,1351.0,
90444865,0,Mohit Rao,219,9,3,0,HIRE,,1,0.0,0.0,1262.0,
90444865,0,Mohit Rao,236,9,20,0,SELL,WOOL,4,237.0,948.0,2210.0,9926
90444865,0,Mohit Rao,237,9,21,0,SELL,WOOL,4,237.0,948.0,2210.0,9928
90444865,0,Mohit Rao,241,10,1,0,HIRE,,1,0.0,0.0,2130.0,
90444865,0,Mohit Rao,241,10,1,1,HIRE,,1,0.0,0.0,2130.0,
90444865,0,Mohit Rao,241,10,1,2,HIRE,,1,0.0,0.0,2130.0,
90444865,0,Mohit Rao,241,10,1,3,HIRE,,1,0.0,0.0,2130.0,
90444865,0,Mohit Rao,241,10,1,4,HIRE,,1,0.0,0.0,2130.0,
90444865,0,Mohit Rao,241,10,1,5,BUY_PRODUCT,WHEAT,2,34.0,0.0,2130.0,9916
90444865,0,Mohit Rao,242,10,2,0,HIRE,,1,0.0,0.0,1671.0,
90444865,0,Mohit Rao,242,10,2,1,HIRE,,1,0.0,0.0,1671.0,
90444865,0,Mohit Rao,242,10,2,2,HIRE,,1,0.0,0.0,1671.0,
90444865,0,Mohit Rao,242,10,2,3,BUY_PRODUCT,WHEAT,12,35.0,0.0,1671.0,9892
90444865,0,Mohit Rao,243,10,3,0,BUY_PRODUCT,WHEAT,1,35.0,0.0,1636.0,9890
90444865,0,Mohit Rao,244,10,4,0,BUY_PRODUCT,WHEAT,1,36.0,0.0,1600.0,9888
90444865,0,Mohit Rao,245,10,5,0,BUY_PRODUCT,WHEAT,1,36.0,0.0,1564.0,9885
90444865,0,Mohit Rao,246,10,6,0,BUY_PRODUCT,WHEAT,1,36.0,0.0,1528.0,9883
90444865,0,Mohit Rao,247,10,7,0,BUY_PRODUCT,WHEAT,1,36.0,0.0,1492.0,9880
90444865,0,Mohit Rao,249,10,9,0,SELL,WHEAT,1,36.0,36.0,1528.0,9880
90444865,0,Mohit Rao,250,10,10,0,SELL,WHEAT,1,36.0,36.0,1564.0,9881
90444865,0,Mohit Rao,252,10,12,0,SELL,WHEAT,1,36.0,36.0,1600.0,9882
90444865,0,Mohit Rao,254,10,14,0,SELL,WHEAT,1,36.0,36.0,1636.0,9880
90444865,0,Mohit Rao,257,10,17,0,SELL,WHEAT,1,36.0,36.0,1672.0,9880
90444865,0,Mohit Rao,259,10,19,0,SELL,MELON,12,250.0,3000.0,5884.0,10000
90444865,0,Mohit Rao,259,10,19,1,SELL,WOOL,4,238.0,952.0,5884.0,9918
90444865,0,Mohit Rao,260,10,20,0,SELL,MELON,12,250.0,3000.0,5884.0,10000
90444865,0,Mohit Rao,260,10,20,1,SELL,WOOL,4,237.0,948.0,5884.0,9922
90444865,0,Mohit Rao,261,10,21,0,SELL,MELON,6,249.0,1494.0,8020.0,10012
90444865,0,Mohit Rao,261,10,21,1,SELL,MILK,3,212.0,636.0,8020.0,9964
90444865,0,Mohit Rao,262,10,22,0,SELL,MELON,6,237.0,1422.0,10960.0,10036
90444865,0,Mohit Rao,262,10,22,1,SELL,MELON,6,237.0,1422.0,10960.0,10036
90444865,0,Mohit Rao,262,10,22,2,SELL,MILK,3,212.0,636.0,10960.0,9964
90444865,0,Mohit Rao,263,10,23,0,SELL,MELON,12,237.0,2844.0,10960.0,10036
90444865,0,Mohit Rao,265,11,1,0,SELL,MELON,30,162.0,4860.0,13727.0,10094
90444865,0,Mohit Rao,265,11,1,1,SELL,FERTILIZER,7,84.0,588.0,13727.0,10082
90444865,0,Mohit Rao,265,11,1,2,HIRE,,1,0.0,0.0,13727.0,
90444865,0,Mohit Rao,265,11,1,3,HIRE,,1,0.0,0.0,13727.0,
90444865,0,Mohit Rao,265,11,1,4,HIRE,,1,0.0,0.0,13727.0,
90444865,0,Mohit Rao,265,11,1,5,HIRE,,1,0.0,0.0,13727.0,
90444865,0,Mohit Rao,265,11,1,6,HIRE,,1,0.0,0.0,13727.0,
90444865,0,Mohit Rao,265,11,1,7,BUY_LAND,,1,0.0,0.0,13727.0,
90444865,0,Mohit Rao,265,11,1,8,BUY_ANIMAL,SHEEP,2,0.0,0.0,13727.0,
90444865,0,Mohit Rao,265,11,1,9,BUY_SEED,MELON,12,162.0,0.0,13727.0,10094
90444865,0,Mohit Rao,266,11,2,0,HIRE,,1,0.0,0.0,11296.0,
90444865,0,Mohit Rao,266,11,2,1,HIRE,,1,0.0,0.0,11296.0,
90444865,0,Mohit Rao,266,11,2,2,HIRE,,1,0.0,0.0,11296.0,
90444865,0,Mohit Rao,266,11,2,3,HIRE,,1,0.0,0.0,11296.0,
90444865,0,Mohit Rao,266,11,2,4,HIRE,,1,0.0,0.0,11296.0,
90444865,0,Mohit Rao,266,11,2,5,BUY_SEED,STRAWBERRY,23,172.0,0.0,11296.0,9961
90444865,0,Mohit Rao,267,11,3,0,HIRE,,1,0.0,0.0,9868.0,
90444865,0,Mohit Rao,267,11,3,1,HIRE,,1,0.0,0.0,9868.0,
90444865,0,Mohit Rao,267,11,3,2,HIRE,,1,0.0,0.0,9868.0,
90444865,0,Mohit Rao,267,11,3,3,HIRE,,1,0.0,0.0,9868.0,
90444865,0,Mohit Rao,267,11,3,4,BUY_PRODUCT,WHEAT,16,37.0,0.0,9868.0,9850
90444865,0,Mohit Rao,268,11,4,0,BUY_PRODUCT,WHEAT,1,37.0,0.0,9831.0,9848
90444865,0,Mohit Rao,269,11,5,0,BUY_PRODUCT,WHEAT,2,38.0,0.0,9757.0,9843
90444865,0,Mohit Rao,272,11,8,0,BUY_PRODUCT,WHEAT,30,38.0,0.0,9759.0,9841
90444865,0,Mohit Rao,272,11,8,1,SELL,WHEAT,30,38.0,1140.0,9759.0,9841
90444865,0,Mohit Rao,274,11,10,0,SELL,WHEAT,1,38.0,38.0,9797.0,9841
90444865,0,Mohit Rao,275,11,11,0,SELL,WHEAT,1,38.0,38.0,9835.0,9842
90444865,0,Mohit Rao,276,11,12,0,SELL,WHEAT,1,38.0,38.0,9873.0,9843
90444865,0,Mohit Rao,277,11,13,0,SELL,WHEAT,1,38.0,38.0,9911.0,9841
90444865,0,Mohit Rao,279,11,15,0,SELL,WHEAT,1,38.0,38.0,9949.0,9842
90444865,0,Mohit Rao,282,11,18,0,SELL,MELON,6,142.0,852.0,10914.0,10104
90444865,0,Mohit Rao,283,11,19,0,SELL,MELON,6,142.0,852.0,10914.0,10104
90444865,0,Mohit Rao,284,11,20,0,SELL,MILK,3,218.0,654.0,11576.0,9956
90444865,0,Mohit Rao,285,11,21,0,SELL,MILK,3,219.0,657.0,11743.0,9954
90444865,0,Mohit Rao,285,11,21,1,SELL,FERTILIZER,2,83.0,166.0,11743.0,10086
90444865,0,Mohit Rao,289,12,1,0,SELL,MELON,6,120.0,720.0,14551.0,10114
90444865,0,Mohit Rao,289,12,1,1,SELL,MILK,6,214.0,1284.0,14551.0,9962
90444865,0,Mohit Rao,289,12,1,2,SELL,FERTILIZER,10,79.0,790.0,14551.0,10106
90444865,0,Mohit Rao,289,12,1,3,HIRE,,1,0.0,0.0,14551.0,
90444865,0,Mohit Rao,289,12,1,4,HIRE,,1,0.0,0.0,14551.0,
90444865,0,Mohit Rao,289,12,1,5,HIRE,,1,0.0,0.0,14551.0,
90444865,0,Mohit Rao,289,12,1,6,HIRE,,1,0.0,0.0,14551.0,
90444865,0,Mohit Rao,289,12,1,7,HIRE,,1,0.0,0.0,14551.0,
90444865,0,Mohit Rao,289,12,1,8,BUY_SEED,WHEAT,7,38.0,0.0,14551.0,9843
90444865,0,Mohit Rao,290,12,2,0,HIRE,,1,0.0,0.0,13997.0,
90444865,0,Mohit Rao,290,12,2,1,HIRE,,1,0.0,0.0,13997.0,
90444865,0,Mohit Rao,290,12,2,2,BUY_PRODUCT,WHEAT,14,39.0,0.0,13997.0,9815
90444865,0,Mohit Rao,291,12,3,0,BUY_PRODUCT,WHEAT,1,39.0,0.0,13958.0,9813
90444865,0,Mohit Rao,292,12,4,0,BUY_PRODUCT,WHEAT,2,39.0,0.0,13880.0,9809
90444865,0,Mohit Rao,293,12,5,0,BUY_PRODUCT,WHEAT,1,39.0,0.0,13841.0,9805
90444865,0,Mohit Rao,294,12,6,0,BUY_PRODUCT,WHEAT,2,39.0,0.0,13763.0,9801
90444865,0,Mohit Rao,296,12,8,0,SELL,WHEAT,1,39.0,39.0,13802.0,9802
90444865,0,Mohit Rao,297,12,9,0,SELL,WHEAT,2,39.0,78.0,13880.0,9800
90444865,0,Mohit Rao,298,12,10,0,SELL,WHEAT,1,39.0,39.0,13919.0,9803
90444865,0,Mohit Rao,302,12,14,0,SELL,WHEAT,1,39.0,39.0,13958.0,9805
90444865,0,Mohit Rao,305,12,17,0,SELL,WHEAT,1,39.0,39.0,13997.0,9805
90444865,0,Mohit Rao,309,12,21,0,SELL,MILK,3,218.0,654.0,14654.0,9956
90444865,0,Mohit Rao,310,12,22,0,SELL,MILK,3,218.0,654.0,14811.0,9956
90444865,0,Mohit Rao,310,12,22,1,SELL,FERTILIZER,2,78.0,156.0,14811.0,10110
90444865,0,Mohit Rao,311,12,23,0,SELL,MILK,3,214.0,642.0,17380.0,9962
90444865,0,Mohit Rao,311,12,23,1,SELL,WOOL,8,239.0,1912.0,17380.0,9904
90444865,0,Mohit Rao,312,13,0,0,SELL,MILK,3,214.0,642.0,17536.0,9962
90444865,0,Mohit Rao,312,13,0,1,SELL,WOOL,8,239.0,1912.0,17536.0,9904
90444865,0,Mohit Rao,312,13,0,2,SELL,FERTILIZER,2,77.0,154.0,17536.0,10114
90444865,0,Mohit Rao,313,13,1,0,SELL,FERTILIZER,9,74.0,666.0,18744.0,10132
90444865,0,Mohit Rao,313,13,1,1,SELL,WHEAT,14,38.0,532.0,18744.0,9827
90444865,0,Mohit Rao,313,13,1,2,HIRE,,1,0.0,0.0,18744.0,
90444865,0,Mohit Rao,313,13,1,3,HIRE,,1,0.0,0.0,18744.0,
90444865,0,Mohit Rao,313,13,1,4,HIRE,,1,0.0,0.0,18744.0,
90444865,0,Mohit Rao,313,13,1,5,HIRE,,1,0.0,0.0,18744.0,
90444865,0,Mohit Rao,313,13,1,6,HIRE,,1,0.0,0.0,18744.0,
90444865,0,Mohit Rao,314,13,2,0,HIRE,,1,0.0,0.0,18668.0,
90444865,0,Mohit Rao,314,13,2,1,HIRE,,1,0.0,0.0,18668.0,
90444865,0,Mohit Rao,314,13,2,2,HIRE,,1,0.0,0.0,18668.0,
90444865,0,Mohit Rao,314,13,2,3,HIRE,,1,0.0,0.0,18668.0,
90444865,0,Mohit Rao,337,14,1,0,SELL,MILK,9,215.0,1935.0,22098.0,9960
90444865,0,Mohit Rao,337,14,1,1,SELL,FERTILIZER,8,70.0,560.0,22098.0,10148
90444865,0,Mohit Rao,337,14,1,2,SELL,WOOL,6,240.0,1440.0,22098.0,9896
90444865,0,Mohit Rao,337,14,1,3,HIRE,,1,0.0,0.0,22098.0,
90444865,0,Mohit Rao,337,14,1,4,HIRE,,1,0.0,0.0,22098.0,
90444865,0,Mohit Rao,337,14,1,5,HIRE,,1,0.0,0.0,22098.0,
90444865,0,Mohit Rao,337,14,1,6,HIRE,,1,0.0,0.0,22098.0,
90444865,0,Mohit Rao,337,14,1,7,HIRE,,1,0.0,0.0,22098.0,
90444865,0,Mohit Rao,337,14,1,8,BUY_PRODUCT,WHEAT,14,40.0,0.0,22098.0,9783
