episode_id,player,agent,result,day,hour,step,money,delta_money,hands,hires_today,unlocked,n_unlocked,plants,animals,weeds,structures,seeds_wheat,shed_wheat,town_shops,cum_sell_revenue,sell_rev_prev_day,ops_water_prev,ops_feed_prev,ops_care_prev,ops_harvest_prev,ops_plant_prev,ops_move_prev,ops_pass_prev,crop_WHEAT,crop_CARROT,crop_TOMATO,crop_STRAWBERRY,crop_MELON,animal_GOOSE,animal_COW,animal_SHEEP,sell_qty_prev_WHEAT,sell_qty_prev_MELON,sell_qty_prev_STRAWBERRY,sell_qty_prev_MILK,sell_qty_prev_WOOL,sell_qty_prev_EGG,sell_qty_prev_FERTILIZER
90444865,1,Keito,loss,22,0,528,76562.0,19075.0,0,0,"NE,NW,SW",3,55,14,0,14,0,18,7,146707.0,26019.0,21,14,14,32,0,176,20,7,0,0,41,7,0,8,6,30,60,47,21,17,0,6
90444865,1,Keito,loss,23,0,552,78901.0,2339.0,0,0,"NE,NW,SW",3,56,14,0,14,0,24,7,153732.0,6530.0,55,14,14,25,7,176,6,14,0,0,41,1,0,8,6,42,0,8,6,7,0,0
90444865,1,Keito,loss,24,0,576,93462.0,14561.0,0,0,"NE,NW,SW",3,56,14,0,14,0,10,8,170732.0,16504.0,22,14,14,39,5,177,34,19,0,0,37,0,0,8,6,0,42,47,24,8,0,1
90444865,1,Keito,loss,25,0,600,101015.0,7553.0,0,0,"NE,NW,SW",3,55,14,2,14,0,40,8,182719.0,11654.0,57,14,14,19,11,163,14,23,0,0,32,0,0,8,6,32,6,37,27,8,0,0
90444865,1,Keito,loss,26,0,624,107980.0,6965.0,0,0,"NE,NW,SW",3,51,14,0,14,0,16,8,193260.0,12450.0,23,14,14,32,5,165,21,28,0,0,23,0,0,8,6,16,6,35,21,20,0,0
90444865,1,Keito,loss,27,0,648,108620.0,640.0,0,0,"NE,NW,SW",3,61,14,0,14,0,44,8,197306.0,4046.0,60,14,14,11,17,155,36,38,0,0,23,0,0,8,6,28,0,32,6,4,0,0
90444865,1,Keito,loss,28,0,672,116558.0,7938.0,0,0,"NE,NW,SW",3,53,14,0,14,0,28,8,207392.0,10086.0,31,14,14,32,5,139,45,38,0,0,15,0,0,8,6,22,0,11,30,4,0,27
90444865,1,Keito,loss,29,0,696,126298.0,9740.0,0,0,"NE,NW,SW",3,8,14,2,14,0,42,8,217297.0,9238.0,33,14,14,38,0,167,15,8,0,0,0,0,0,8,6,48,0,33,9,16,0,17
90444865,1,Keito,loss,29,23,719,137225.0,10927.0,5,5,"NE,NW,SW",3,0,14,0,14,0,0,8,228092.0,9238.0,33,14,14,38,0,167,15,0,0,0,0,0,0,8,6,48,0,33,9,16,0,17
90450223,0,wen chong yu,loss,0,0,0,3000.0,0.0,0,0,NW,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90450223,0,wen chong yu,loss,1,0,24,105.0,-2895.0,0,0,NW,1,19,4,0,6,0,0,0,0.0,0.0,19,2,2,0,19,33,46,7,0,0,0,12,0,2,2,0,0,0,0,0,0,0
90450223,0,wen chong yu,loss,2,0,48,14.0,-91.0,0,0,NW,1,19,4,0,6,0,6,0,198.0,198.0,0,4,4,0,0,9,6,7,0,0,0,12,0,2,2,0,0,0,0,0,0,2
90450223,0,wen chong yu,loss,3,0,72,175.0,161.0,0,0,NW,1,19,4,0,6,0,5,1,1417.0,1219.0,19,2,4,0,0,33,48,7,0,0,0,12,0,2,2,33,0,0,0,0,0,2
90450223,0,wen chong yu,loss,4,0,96,62.0,-113.0,0,0,NW,1,19,5,0,6,0,4,1,2125.0,708.0,7,4,4,0,0,31,85,7,0,0,0,12,0,3,2,10,0,0,0,0,0,4
90450223,0,wen chong yu,loss,5,0,120,296.0,234.0,0,0,NW,1,19,5,0,6,0,35,1,2957.0,832.0,28,5,5,7,7,52,29,7,0,0,0,12,0,3,2,8,0,0,0,0,0,6
90450223,0,wen chong yu,loss,6,0,144,968.0,672.0,0,0,NW,1,19,6,0,6,0,6,2,3986.0,1029.0,0,4,5,0,0,14,18,7,0,0,0,12,0,4,2,25,0,0,0,0,0,3
90450223,0,wen chong yu,loss,7,0,168,1011.0,43.0,0,0,NW,1,19,6,0,6,0,13,2,4761.0,775.0,19,6,6,2,0,38,36,7,0,0,0,12,0,4,2,10,0,0,0,0,0,5
90450223,0,wen chong yu,loss,8,0,192,295.0,-716.0,0,0,"NE,NW",2,26,10,0,12,0,11,2,9245.0,4484.0,26,7,8,0,7,54,36,7,0,0,7,12,0,6,4,50,0,0,0,12,0,5
90450223,0,wen chong yu,loss,9,0,216,2327.0,2032.0,0,0,"NE,NW",2,30,10,0,12,0,34,3,12906.0,2779.0,31,10,10,9,11,90,49,7,0,0,11,12,0,6,4,0,0,0,12,0,0,7
90450223,0,wen chong yu,loss,10,0,240,1761.0,-566.0,0,0,"NE,NW",2,38,12,0,12,0,12,3,15818.0,3794.0,27,8,10,1,8,88,108,7,0,0,19,12,0,8,4,14,0,0,12,8,0,0
90450223,0,wen chong yu,loss,11,0,264,10131.0,8370.0,0,0,"NE,NW",2,28,12,0,12,0,14,3,32946.0,17128.0,22,12,12,12,0,115,18,7,0,0,19,2,0,8,4,44,54,0,6,8,0,0
90450223,0,wen chong yu,loss,12,0,288,10604.0,473.0,0,0,"NE,NW,SW",3,58,14,0,14,0,16,4,44048.0,11102.0,56,12,14,4,32,120,63,7,0,0,39,12,0,8,6,77,42,0,6,0,0,9
90450223,0,wen chong yu,loss,13,0,312,14883.0,4279.0,0,0,"NE,NW,SW",3,61,14,0,14,0,44,4,51764.0,5884.0,20,14,14,11,10,66,35,7,0,0,42,12,0,8,6,26,6,0,15,8,0,12
90450223,0,wen chong yu,loss,14,0,336,16027.0,1144.0,0,0,"NE,NW,SW",3,61,14,0,14,0,16,4,52976.0,3044.0,51,14,14,1,0,104,27,7,0,0,42,12,0,8,6,14,0,0,3,8,0,11
90450223,0,wen chong yu,loss,15,0,360,18377.0,2350.0,0,0,"NE,NW,SW",3,61,14,0,14,0,30,5,58598.0,5622.0,14,14,14,3,0,69,16,7,0,0,42,12,0,8,6,46,0,0,9,18,0,9
90450223,0,wen chong yu,loss,16,0,384,19126.0,749.0,0,0,"NE,NW,SW",3,61,14,0,14,0,16,5,60670.0,1938.0,59,14,14,7,0,133,58,7,0,0,42,12,0,8,6,0,0,0,12,0,0,6
90450223,0,wen chong yu,loss,17,0,408,21061.0,1935.0,0,0,"NE,NW,SW",3,61,14,0,14,0,44,5,64887.0,4174.0,28,14,14,11,7,93,14,7,0,0,42,12,0,8,6,25,0,0,33,0,0,11
90450223,0,wen chong yu,loss,18,0,432,24300.0,3239.0,0,0,"NE,NW,SW",3,61,14,0,14,0,16,6,67761.0,2705.0,47,14,14,13,0,129,26,7,0,0,42,12,0,8,6,14,0,6,9,0,0,2
90450223,0,wen chong yu,loss,19,0,456,27213.0,2913.0,0,0,"NE,NW,SW",3,61,14,0,14,0,2,6,71184.0,2885.0,36,14,14,10,0,137,68,7,0,0,42,12,0,8,6,0,0,8,33,22,0,6
90450223,0,wen chong yu,loss,20,0,480,30234.0,3021.0,0,0,"NE,NW,SW",3,61,14,0,14,0,16,6,78366.0,6758.0,47,14,14,22,0,139,32,7,0,0,42,12,0,8,6,67,0,14,21,36,0,5
90450223,0,wen chong yu,loss,21,0,504,33315.0,3081.0,0,0,"NE,NW,SW",3,61,14,0,14,0,50,7,84682.0,6166.0,56,14,14,13,7,159,25,7,0,0,42,12,0,8,6,23,0,22,3,4,0,0
90450223,0,wen chong yu,loss,22,0,528,48888.0,15573.0,0,0,"NE,NW,SW",3,56,14,0,14,0,10,7,104063.0,20773.0,21,14,14,32,0,176,20,7,0,0,42,7,0,8,6,30,60,47,21,25,0,6
90450223,0,wen chong yu,loss,23,0,552,49701.0,813.0,0,0,"NE,NW,SW",3,57,14,0,14,0,16,7,109200.0,4633.0,55,14,14,25,7,176,6,14,0,0,42,1,0,8,6,42,0,8,6,7,0,0
90450223,0,wen chong yu,loss,24,0,576,60348.0,10647.0,0,0,"NE,NW,SW",3,57,14,0,14,0,2,8,120809.0,11680.0,22,14,14,39,5,177,34,19,0,0,38,0,0,8,6,0,36,47,21,16,0,1
90450223,0,wen chong yu,loss,25,0,600,62915.0,2567.0,0,0,"NE,NW,SW",3,56,14,2,14,0,40,8,125688.0,4412.0,57,14,14,19,11,163,14,23,0,0,33,0,0,8,6,32,6,37,27,8,0,0
90450223,0,wen chong yu,loss,26,0,624,66146.0,3231.0,0,0,"NE,NW,SW",3,51,14,0,14,0,16,8,129659.0,4937.0,23,14,14,32,5,165,21,28,0,0,23,0,0,8,6,16,6,35,21,16,0,0
90450223,0,wen chong yu,loss,27,0,648,64975.0,-1171.0,0,0,"NE,NW,SW",3,61,14,0,14,0,44,8,132371.0,2712.0,60,14,14,11,17,155,36,38,0,0,23,0,0,8,6,28,0,32,6,4,0,0
90450223,0,wen chong yu,loss,28,0,672,69653.0,4678.0,0,0,"NE,NW,SW",3,53,14,0,14,0,28,8,137679.0,5308.0,31,14,14,32,5,139,45,38,0,0,15,0,0,8,6,22,0,11,30,4,0,27
90450223,0,wen chong yu,loss,29,0,696,77264.0,7611.0,0,0,"NE,NW,SW",3,8,14,2,14,0,42,8,145340.0,6990.0,33,14,14,38,0,167,15,8,0,0,0,0,0,8,6,48,0,33,9,16,0,17
90450223,0,wen chong yu,loss,29,23,719,84139.0,6875.0,5,5,"NE,NW,SW",3,0,14,1,14,0,0,8,151861.0,6990.0,33,14,14,38,0,167,15,0,0,0,0,0,0,8,6,48,0,33,9,16,0,17
90450223,1,Mohit Rao,win,0,0,0,3000.0,0.0,0,0,NW,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90450223,1,Mohit Rao,win,1,0,24,105.0,-2895.0,0,0,NW,1,19,4,0,6,0,0,0,0.0,0.0,19,2,2,0,19,33,46,7,0,0,0,12,0,2,2,0,0,0,0,0,0,0
90450223,1,Mohit Rao,win,2,0,48,14.0,-91.0,0,0,NW,1,19,4,0,6,0,6,0,198.0,198.0,0,4,4,0,0,9,6,7,0,0,0,12,0,2,2,0,0,0,0,0,0,2
90450223,1,Mohit Rao,win,3,0,72,175.0,161.0,0,0,NW,1,19,4,0,6,0,5,1,456.0,258.0,19,2,4,0,0,33,48,7,0,0,0,12,0,2,2,2,0,0,0,0,0,2
90450223,1,Mohit Rao,win,4,0,96,30.0,-145.0,0,0,NW,1,19,5,0,6,0,5,1,844.0,388.0,7,4,4,0,0,31,85,7,0,0,0,12,0,3,2,0,0,0,0,0,0,4
90450223,1,Mohit Rao,win,5,0,120,300.0,270.0,0,0,NW,1,19,5,0,6,0,35,1,1577.0,733.0,28,5,5,7,7,52,29,7,0,0,0,12,0,3,2,5,0,0,0,0,0,6
90450223,1,Mohit Rao,win,6,0,144,972.0,672.0,0,0,NW,1,19,6,0,6,0,6,2,2606.0,1029.0,0,4,5,0,0,14,18,7,0,0,0,12,0,4,2,25,0,0,0,0,0,3
90450223,1,Mohit Rao,win,7,0,168,1020.0,48.0,0,0,NW,1,19,6,0,6,0,13,2,3157.0,551.0,19,6,6,2,0,38,36,7,0,0,0,12,0,4,2,3,0,0,0,0,0,5
90450223,1,Mohit Rao,win,8,0,192,304.0,-716.0,0,0,"NE,NW",2,26,10,0,12,0,11,2,6145.0,2988.0,26,7,8,0,7,54,36,7,0,0,7,12,0,6,4,6,0,0,0,12,0,5
90450223,1,Mohit Rao,win,9,0,216,2336.0,2032.0,0,0,"NE,NW",2,30,10,0,12,0,34,3,9806.0,2779.0,31,10,10,9,11,90,49,7,0,0,11,12,0,6,4,0,0,0,12,0,0,7
90450223,1,Mohit Rao,win,10,0,240,1770.0,-566.0,0,0,"NE,NW",2,38,12,0,12,0,12,3,12718.0,3794.0,27,8,10,1,8,88,108,7,0,0,19,12,0,8,4,14,0,0,12,8,0,0
90450223,1,Mohit Rao,win,11,0,264,10162.0,8392.0,0,0,"NE,NW",2,28,12,0,12,0,14,3,28442.0,15724.0,22,12,12,12,0,115,18,7,0,0,19,2,0,8,4,5,54,0,6,8,0,0
90450223,1,Mohit Rao,win,12,0,288,10731.0,569.0,0,0,"NE,NW,SW",3,58,14,0,14,0,16,4,37948.0,9506.0,56,12,14,4,32,120,63,7,0,0,39,12,0,8,6,35,42,0,6,0,0,9
90450223,1,Mohit Rao,win,13,0,312,15066.0,4335.0,0,0,"NE,NW,SW",3,61,14,0,14,0,44,4,44864.0,5084.0,20,14,14,11,10,66,35,7,0,0,42,12,0,8,6,6,6,0,15,8,0,12
90450223,1,Mohit Rao,win,14,0,336,16210.0,1144.0,0,0,"NE,NW,SW",3,61,14,0,14,0,16,4,46076.0,3044.0,51,14,14,1,0,104,27,7,0,0,42,12,0,8,6,14,0,0,3,8,0,11
90450223,1,Mohit Rao,win,15,0,360,18560.0,2350.0,0,0,"NE,NW,SW",3,61,14,0,14,0,30,5,50052.0,3976.0,14,14,14,3,0,69,16,7,0,0,42,12,0,8,6,6,0,0,9,18,0,9
90450223,1,Mohit Rao,win,16,0,384,19782.0,1222.0,0,0,"NE,NW,SW",3,61,14,0,14,0,16,5,52552.0,1938.0,59,14,14,7,0,133,58,7,0,0,42,12,0,8,6,0,0,0,12,0,0,6
90450223,1,Mohit Rao,win,17,0,408,22245.0,2463.0,0,0,"NE,NW,SW",3,61,14,0,14,0,44,5,56361.0,4194.0,28,14,14,11,7,93,14,7,0,0,42,12,0,8,6,6,0,0,33,8,0,11
90450223,1,Mohit Rao,win,18,0,432,25642.0,3397.0,0,0,"NE,NW,SW",3,61,14,0,14,0,16,6,59939.0,3409.0,47,14,14,13,0,129,26,7,0,0,42,12,0,8,6,14,0,6,9,8,0,2
90450223,1,Mohit Rao,win,19,0,456,28912.0,3270.0,0,0,"NE,NW,SW",3,61,14,0,14,0,2,6,63650.0,2885.0,36,14,14,10,0,137,68,7,0,0,42,12,0,8,6,0,0,8,33,22,0,6
90450223,1,Mohit Rao,win,20,0,480,32423.0,3511.0,0,0,"NE,NW,SW",3,61,14,0,14,0,16,6,68022.0,4236.0,47,14,14,22,0,139,32,7,0,0,42,12,0,8,6,6,0,14,21,40,0,5
90450223,1,Mohit Rao,win,21,0,504,35115.0,2692.0,0,0,"NE,NW,SW",3,61,14,0,14,0,50,7,73522.0,5350.0,56,14,14,13,7,159,25,7,0,0,42,12,0,8,6,6,0,22,3,4,0,0
90450223,1,Mohit Rao,win,22,0,528,51397.0,16282.0,0,0,"NE,NW,SW",3,56,14,0,14,0,10,7,92039.0,19909.0,21,14,14,32,0,176,20,7,0,0,42,7,0,8,6,30,60,47,21,17,0,6
90450223,1,Mohit Rao,win,23,0,552,51913.0,516.0,0,0,"NE,NW,SW",3,57,14,0,14,0,16,7,96426.0,3883.0,55,14,14,25,7,176,6,14,0,0,42,1,0,8,6,20,0,8,6,11,0,0
90450223,1,Mohit Rao,win,24,0,576,61424.0,9511.0,0,0,"NE,NW,SW",3,57,14,0,14,0,2,8,106887.0,10532.0,22,14,14,39,5,177,34,19,0,0,38,0,0,8,6,0,36,47,21,8,0,1
